key;value
4969277161619;Remnants of War
4973572128914;Secret Research Facilities
4973572128915;Sites for Research and Experiments
4982162063506;Waterside Caves
4982162063507;Caves hidden behind waterfalls or along the water's edge.
4986457030802;Coastal Caves
4986457030803;A cave located by a beach or coastal cliff.
4990751998098;Mountain Caves
4990751998099;Rocky cave formed in inland mountainous region.
4995046965394;Frozen Caves
4995046965395;A cave found in the snowy plains or glacial region.
4999341932690;Desert Caves
4999341932691;A cave within sandstorms and an arid climate.
5003636899986;Mines
5003636899987;A cave within sandstorms and an arid climate.
5007931867282;Painted Caverns
5007931867283;A cave with ancient murals.
5012226834578;Forest Caves
5012226834579;A cave found in plains or forest region.
5158255722768;Hernand Town
5162550690064;City of Demeniss
5166845657360;City of Delesyia
5171140624656;City of Calphade
5587752452368;City of Tommaso
5592047419488;Clean
5592047419664;Varnia
5626407157906;Small Freshwater Fish
5626407157907;Small Freshwater Fish
5630702125202;Medium Freshwater Fish
5630702125203;Medium Freshwater Fish
5634997092498;Large Freshwater Fish
5634997092499;Large Freshwater Fish
5669356830866;Small Saltwater Fish
5669356830867;Small Saltwater Fish
5673651798162;Medium Saltwater Fish
5673651798163;Medium Saltwater Fish
5677946765458;Large Saltwater Fish
5677946765459;Large Saltwater Fish
5712306503826;Legendary Fish
5712306503827;Legendary Fish
5755256176786;Aquatic Creatures
5755256176787;Aquatic Creatures
6012954214546;Drinks
6012954214547;Drinks
6017249181842;Grilled Cooking
6017249181843;Grilled Cooking
6021544149138;Field Grill Cooking
6021544149139;Field Grill Cooking
6025839116434;Field Pot Cooking
6025839116435;Field Pot Cooking
6030134083730;Special Grill Cooking
6030134083731;Special Grill Cooking
6034429051026;Special Pot Cooking
6034429051027;Special Pot Cooking
6038724018322;Feasts
6038724018323;Feasts
6043018985618;Shop Cooking
6043018985619;Shop Cooking
6047313952914;Food Recipe_UI not displayed
6047313952915;No icon yet, not displayed
6055903887506;Lesser Elixirs
6055903887507;Lesser Elixirs
6060198854802;Elixirs
6060198854803;Elixirs
6064493822098;Greater Elixirs
6064493822099;Greater Elixirs
6068788789394;Special Formulas
6068788789395;Special Formulas
6098853560466;Projectiles
6098853560467;Projectiles
6103148527762;Specialized Weapons
6103148527763;Specialized Weapons
6107443495058;Life Skill Tools
6107443495059;Life Skill Tools
6184752906386;One-Handed Weapons
6184752906387;One-Handed Weapons
6189047873682;Two-Handed Weapons
6189047873683;Two-Handed Weapons
6193342840978;Bows
6193342840979;Bows
6197637808274;Guns
6197637808275;Guns
6201932775570;Shields
6201932775571;Shields
6206227742866;Plate Armor
6206227742867;Plate Armor
6210522710162;Leather Armor
6210522710163;Leather Armor
6214817677458;Cloth Armor
6214817677459;Cloth Armor
6219112644754;Accessories
6219112644755;Accessories
6223407612050;Special Equipment
6223407612051;Blueprints Passed Down in Secret
6227702579346;Armors
6227702579347;Blueprints Passed Down in Secret
6231997546642;Weapons
6231997546643;Blueprints Passed Down in Secret
6236292513938;Packs
6236292513939;Blueprints Passed Down in Secret
6240587481234;Machinery
6240587481235;Blueprints Passed Down in Secret
6244882448530;Pots
6244882448531;Blueprints Passed Down in Secret
6270652252306;Enhanced Gears
6270652252307;Blueprints Passed Down in Secret
6274947219602;Skill Gears
6274947219603;Blueprints Passed Down in Secret
6279242186898;Tactical Gears
6279242186899;Blueprints Passed Down in Secret
6283537154194;Special Gears
6283537154195;Blueprints Passed Down in Secret
6287832121490;Abyss Parts
6287832121491;Blueprints Passed Down in Secret
6313601925266;Red Dyes
6313601925267;Red Dyes
6317896892562;Violet Dyes
6317896892563;Violet Dyes
6322191859858;Purple Dyes
6322191859859;Purple Dyes
6326486827154;Blue Dyes
6326486827155;Blue Dyes
6330781794450;Sky Blue Dyes
6330781794451;Sky Blue Dyes
6335076761746;Teal Dyes
6335076761747;Teal Dyes
6339371729042;Green Dyes
6339371729043;Green Dyes
6343666696338;Spring Green Dyes
6343666696339;Spring Green Dyes
6347961663634;Yellow Dyes
6347961663635;Yellow Dyes
6352256630930;Orange Dyes
6352256630931;Orange Dyes
6485400617106;Horses
6485400617107;A herbivorous animal with strong legs and exceptional endurance.
6489695584402;Wagons
6489695584403;A herbivorous animal with strong legs and exceptional endurance.
6493990551698;A.T.A.G.
6493990551699;A.T.A.G. Group
6528350290066;Machines
6528350290067;Mystical Mounts
6532645257362;Wildlings
6532645257363;Mystical Mounts
6571299963026;The Wandering Road
6575594930322;The Sky Road
6614249635986;Siege Weapons
7301444403346;Primary Unit
7301444403347;Warriors of Strong Beliefs
7305739370642;Melee Combatants
7305739370643;Warriors of Strong Beliefs
7310034337938;Ranged Combatants
7310034337939;Warriors of Strong Beliefs
7314329305234;Scouts
7314329305235;Warriors of Strong Beliefs
7318624272530;Combat Provisioners
7318624272531;Power that Sustains the Greymanes
7322919239826;Camp Provisioners
7322919239827;Power that Sustains the Greymanes
7344394076306;Prominent Residents
7344394076307;Those who have left their names in the pages of history
7348689043602;Equipment Vendors
7348689043603;Sharing Drinks, Sharing Tales
7352984010898;Goods Vendors
7352984010899;Sharing Drinks, Sharing Tales
7357278978194;Food Vendors
7357278978195;Sharing Drinks, Sharing Tales
7361573945490;Alley Vendors
7361573945491;Merchants Who Trade in the Shadows
7365868912786;Priests
7365868912787;Religious Figures Conveying the Will of the Gods
7370163880082;Outlaws
7370163880083;Villains Who Commit Crimes
7374458847378;Residents
7374458847379;Those who devote their loyalty to their respective lords
7383048781970;Commonfolk of Hernand
7383048781971;Residents who lead humble, everyday lives within the domain
7387343749266;The Enigmatic
7387343749267;Figures whose identities remain shrouded in mystery
7391638716562;Bank Contracts
7391638716563;Documents Where Promises Take Shape
7395933683858;Furniture Supply Contracts
7395933683859;Documents Where Promises Take Shape
7400228651154;Outfit Supply Contracts
7400228651155;Knowledge of Outfit Supply Contracts
7404523618450;Equipment Supply Contracts
7404523618451;Knowledge of Equipment Supply Contracts
7408818585746;Food Supply Contracts
7408818585747;Knowledge of Food Supply Contracts
7413113553042;Provisions Supply Contracts
7413113553043;Knowledge of Provisions Supply Contracts
7417408520338;Seed Supply Contracts
7417408520339;Knowledge of Seed Supply Contracts
7430293422226;Prominent Residents
7430293422227;Breathing with History
7434588389522;Equipment Vendors
7434588389523;Sharing Drinks, Sharing Tales
7438883356818;Goods Vendors
7438883356819;Sharing Drinks, Sharing Tales
7443178324114;Food Vendors
7443178324115;Sharing Drinks, Sharing Tales
7447473291410;Alley Vendors
7447473291411;Merchants Who Trade in the Shadows
7451768258706;Priests
7451768258707;Religious Figures Conveying the Will of the Gods
7456063226002;Outlaws
7456063226003;Villains Who Commit Crimes
7460358193298;Residents
7460358193299;Sharing Drinks, Sharing Tales
7464653160594;Mighty Foes
7464653160595;Mighty Foes
7735236100242;Incidents
7735236100243;Incidents
7739531067538;Natural Disasters
7739531067539;Natural Disasters
7743826034834;Civic Affairs
7743826034835;Civic Affairs
7748121002130;History and Faith
7748121002131;History and Faith
7752415969426;Clues
7752415969427;Clues
7756710936722;Recollections
7756710936723;Recollections
7778185773202;Incidents
7778185773203;Incidents
7782480740498;Natural Disasters
7782480740499;Natural Disasters
7786775707794;Civic Affairs
7786775707795;Civic Affairs
7791070675090;History and Faith
7791070675091;History and Faith
7795365642386;Clues
7795365642387;Clues
7799660609682;Recollections
7799660609683;Recollections
7821135446162;Incidents
7821135446163;Incidents
7825430413458;Natural Disasters
7825430413459;Natural Disasters
7829725380754;Civic Affairs
7829725380755;Civic Affairs
7834020348050;History and Faith
7834020348051;History and Faith
7838315315346;Clues
7838315315347;Clues
7842610282642;Recollections
7842610282643;Recollections
7864085119122;Incidents
7864085119123;Incidents
7868380086418;Natural Disasters
7868380086419;Natural Disasters
7872675053714;Civic Affairs
7872675053715;Civic Affairs
7876970021010;History and Faith
7876970021011;History and Faith
7881264988306;Clues
7881264988307;Clues
7885559955602;Recollections
7885559955603;Recollections
7907034792082;Incidents
7907034792083;Incidents
7911329759378;Natural Disasters
7911329759379;Natural Disasters
7915624726674;Civic Affairs
7915624726675;Civic Affairs
7919919693970;History and Faith
7919919693971;History and Faith
7924214661266;Clues
7924214661267;Clues
7928509628562;Recollections
7928509628563;Recollections
7949984465042;Minigames
7949984465043;Minigames
7954279432338;Constabulary
7954279432339;Constabulary
7992934138002;Hidden Paths
7992934138003;Hidden Paths
8169027797040;Teacher
8169027797041;PHM_Description_001
8203387535408;Boy
8203387535409;PHM_Description_001
8589934592048;Herspia
8589934592049;Animal_Horse
8589934592050;Register Mount
8594229559344;Priden
8594229559345;Animal_Horse
8594229559346;Register Mount
8598524526640;Brianto
8598524526641;Animal_Horse
8598524526642;Register Mount
8611409428528;Numont
8611409428529;Animal_Horse
8611409428530;Register Mount
8637179232304;Elantrima
8637179232305;Animal_Horse
8637179232306;Register Mount
8680128905264;Herspia
8680128905265;Animal_Horse
8680128905266;Register Mount
8680128905362;Undisplayed character_Hernand Knowledge
8680128905363;People in Search of Small Hopes
8684423872560;Herspia
8684423872561;Animal_Horse
8684423872562;Register Mount
8688718839856;Herspia
8688718839857;Animal_Horse
8688718839858;Register Mount
8693013807152;Herspia
8693013807153;Animal_Horse
8693013807154;Register Mount
8697308774448;Herspia
8697308774449;Animal_Horse
8697308774450;Register Mount
8701603741744;Priden
8701603741745;Animal_Horse
8701603741746;Register Mount
8705898709040;Priden
8705898709041;Animal_Horse
8705898709042;Register Mount
8710193676336;Priden
8710193676337;Animal_Horse
8710193676338;Register Mount
8714488643632;Priden
8714488643633;Animal_Horse
8714488643634;Register Mount
8718783610928;Priden
8718783610929;Animal_Horse
8718783610930;Register Mount
8723078578224;Brianto
8723078578225;Animal_Horse
8723078578226;Register Mount
8723078578322;Undisplayed character_Tribal State of Pailune Knowledge
8723078578323;People of the Snowy Mountains
8727373545520;Brianto
8727373545521;Animal_Horse
8727373545522;Register Mount
8731668512816;Brianto
8731668512817;Animal_Horse
8731668512818;Register Mount
8735963480112;Brianto
8735963480113;Animal_Horse
8735963480114;Register Mount
8740258447408;Brianto
8740258447409;Animal_Horse
8740258447410;Register Mount
8744553414704;Numont
8744553414705;Animal_Horse
8744553414706;Register Mount
8748848382000;Numont
8748848382001;Animal_Horse
8748848382002;Register Mount
8753143349296;Numont
8753143349297;Animal_Horse
8753143349298;Register Mount
8757438316592;Numont
8757438316593;Animal_Horse
8757438316594;Register Mount
8761733283888;Numont
8761733283889;Animal_Horse
8761733283890;Register Mount
8761733283986;Prominent Residents
8761733283987;Breathing with History
8766028251282;Equipment Vendors
8766028251283;Sharing Drinks, Sharing Tales
8770323218578;Goods Vendors
8770323218579;Sharing Drinks, Sharing Tales
8774618185874;Food Vendors
8774618185875;Sharing Drinks, Sharing Tales
8778913153170;Alley Vendors
8778913153171;Merchants Who Trade in the Shadows
8783208120466;Priests
8783208120467;Religious Figures Conveying the Will of the Gods
8787503087762;Outlaws
8787503087763;Villains Who Commit Crimes
8791798055058;Residents
8791798055059;Sharing Drinks, Sharing Tales
8796093022354;Mighty Foes
8796093022355;Mighty Foes
8813272891440;Elantrima
8813272891441;Animal_Horse
8813272891442;Register Mount
8817567858736;Elantrima
8817567858737;Animal_Horse
8817567858738;Register Mount
8821862826032;Elantrima
8821862826033;Animal_Horse
8821862826034;Register Mount
8826157793328;Elantrima
8826157793329;Animal_Horse
8826157793330;Register Mount
8830452760624;Elantrima
8830452760625;Animal_Horse
8830452760626;Register Mount
8834747727920;Brianto
8834747727921;Animal_Horse
8834747727922;Register Mount
8839042695216;Brianto
8839042695217;Animal_Horse
8839042695218;Register Mount
8847632629906;Prominent Residents
8847632629907;Breathing with History
8851927597202;Equipment Vendors
8851927597203;Sharing Drinks, Sharing Tales
8856222564498;Goods Vendors
8856222564499;Sharing Drinks, Sharing Tales
8860517531794;Food Vendors
8860517531795;Sharing Drinks, Sharing Tales
8864812499090;Alley Vendors
8864812499091;Merchants Who Trade in the Shadows
8869107466386;Priests
8869107466387;Religious Figures Conveying the Will of the Gods
8873402433682;Outlaws
8873402433683;Villains Who Commit Crimes
8877697400978;Residents
8877697400979;Sharing Drinks, Sharing Tales
8881992368274;Mighty Foes
8881992368275;Mighty Foes
8933531975826;Prominent Residents
8933531975827;Breathing with History
8937826943122;Equipment Vendors
8937826943123;Sharing Drinks, Sharing Tales
8942121910418;Goods Vendors
8942121910419;Sharing Drinks, Sharing Tales
8946416877714;Food Vendors
8946416877715;Sharing Drinks, Sharing Tales
8950711845010;Alley Vendors
8950711845011;Sharing Drinks, Sharing Tales
